Date,Symbol,Direction,Entry,Exit,PnL
2026-04-02,NQ,Long,22258.84,22321.25,1248.19
2026-04-02,MNQ,Short,22295.97,21802.15,987.65
2026-04-03,MNQ,Long,22354.81,22104.81,-500.00
2026-04-03,NQ,Long,22391.94,22447.06,1102.33
2026-04-03,MNQ,Long,22229.07,21979.07,-500.00
2026-04-06,MNQ,Long,22331.31,22948.78,1234.93
2026-04-06,MNQ,Long,22367.44,22117.44,-500.00
2026-04-06,MNQ,Short,22404.57,21980.05,849.04
2026-04-07,MNQ,Long,22463.41,22893.77,860.72
2026-04-07,MNQ,Long,22300.54,22050.54,-500.00
2026-04-08,NQ,Short,22359.37,22384.37,-500.00
2026-04-08,NQ,Short,22396.50,22335.28,1224.38
2026-04-09,NQ,Short,22455.34,22480.34,-500.00
2026-04-09,MNQ,Short,22492.47,22742.47,-500.00
2026-04-10,NQ,Short,22550.30,22496.49,1076.23
2026-04-13,MNQ,Short,22452.55,22076.83,751.44
2026-04-13,MNQ,Long,22489.68,23074.46,1169.56
2026-04-13,MNQ,Long,22526.81,23140.69,1227.76
2026-04-14,MNQ,Short,22585.65,22835.65,-500.00
2026-04-14,MNQ,Short,22622.78,22872.78,-500.00
2026-04-14,NQ,Long,22459.91,22516.63,1134.37
2026-04-14,NQ,Short,22497.04,22454.71,846.51
2026-04-15,NQ,Short,22554.87,22579.87,-500.00
2026-04-15,MNQ,Short,22592.00,22842.00,-500.00
2026-04-15,MNQ,Long,22629.13,22379.13,-500.00
2026-04-16,MNQ,Short,22487.97,22737.97,-500.00
2026-04-16,NQ,Long,22525.10,22500.10,-500.00
2026-04-16,MNQ,Long,22562.23,22943.29,762.13
2026-04-16,NQ,Short,22599.36,22538.75,1212.11
2026-04-17,MNQ,Long,22658.19,22408.19,-500.00
2026-04-17,NQ,Long,22694.32,22669.32,-500.00
2026-04-17,NQ,Long,22531.45,22575.13,873.65
2026-04-20,NQ,Long,22633.70,22608.70,-500.00
2026-04-21,MNQ,Long,22692.53,23223.68,1062.30
2026-04-22,MNQ,Long,22751.37,22501.37,-500.00
2026-04-22,MNQ,Short,22788.50,23038.50,-500.00
2026-04-22,NQ,Long,22625.63,22687.84,1244.22
2026-04-22,NQ,Long,22661.76,22636.76,-500.00
2026-04-23,NQ,Short,22720.59,22745.59,-500.00
2026-04-23,NQ,Long,22757.72,22732.72,-500.00
2026-04-24,NQ,Long,22816.56,22791.56,-500.00
2026-04-24,NQ,Short,22853.69,22794.27,1188.44
2026-04-24,NQ,Long,22690.82,22744.65,1076.66
2026-04-27,NQ,Long,22793.07,22768.07,-500.00
2026-04-27,NQ,Long,22830.20,22878.93,974.56
2026-04-28,MNQ,Long,22888.03,23317.44,858.82
2026-04-28,MNQ,Short,22925.16,23175.16,-500.00
2026-04-28,MNQ,Long,22762.29,23340.98,1157.37
2026-04-28,MNQ,Short,22799.42,22378.13,842.57
2026-04-29,MNQ,Long,22858.26,23432.08,1147.64
2026-04-29,MNQ,Short,22895.39,22415.93,958.92
2026-04-29,MNQ,Long,22932.52,22682.52,-500.00
2026-04-29,NQ,Long,22769.65,22817.09,948.89
2026-04-30,NQ,Short,22827.48,22852.48,-500.00
2026-05-01,NQ,Short,22886.32,22839.05,945.37
2026-05-04,MNQ,Long,22988.56,22738.56,-500.00
2026-05-04,MNQ,Long,23025.69,23545.14,1038.90
2026-05-04,MNQ,Short,23062.82,22655.33,814.99
2026-05-05,NQ,Long,22921.66,22896.66,-500.00
2026-05-05,MNQ,Long,22958.79,23404.62,891.65
2026-05-05,NQ,Long,22994.92,23034.65,794.52
2026-05-06,MNQ,Short,23053.75,23303.75,-500.00
2026-05-06,NQ,Short,23090.88,23115.88,-500.00
2026-05-06,NQ,Long,22928.01,22980.88,1057.36
2026-05-07,NQ,Short,22986.85,23011.85,-500.00
2026-05-07,NQ,Short,23023.98,23048.98,-500.00
2026-05-07,MNQ,Long,23061.11,23573.62,1025.03
2026-05-07,NQ,Long,23098.24,23073.24,-500.00
2026-05-08,MNQ,Short,23156.08,22674.65,962.87
2026-05-08,NQ,Short,22993.21,22944.54,973.41
2026-05-08,MNQ,Short,23030.34,22610.65,839.38
2026-05-08,MNQ,Long,23067.47,23542.56,950.17
2026-05-11,NQ,Long,23169.71,23216.34,932.67
2026-05-12,MNQ,Long,23228.55,23624.11,791.12
2026-05-13,MNQ,Long,23087.38,23625.57,1076.37
2026-05-13,NQ,Long,23124.51,23099.51,-500.00
2026-05-13,MNQ,Short,23160.64,23410.64,-500.00
2026-05-14,MNQ,Short,23219.48,22718.92,1001.11
2026-05-14,NQ,Short,23256.61,23281.61,-500.00
2026-05-14,NQ,Long,23093.74,23135.21,829.38
2026-05-14,MNQ,Long,23130.87,22880.87,-500.00
2026-05-15,MNQ,Long,23189.70,23734.62,1089.84
2026-05-18,MNQ,Long,23291.95,23695.72,807.54
2026-05-19,MNQ,Short,23349.79,23599.79,-500.00
2026-05-19,NQ,Short,23386.92,23338.36,971.14
2026-05-19,NQ,Short,23224.05,23249.05,-500.00
2026-05-20,NQ,Short,23282.88,23307.88,-500.00
2026-05-20,NQ,Long,23320.01,23365.26,905.04
2026-05-20,MNQ,Short,23357.14,23607.14,-500.00
2026-05-20,MNQ,Long,23394.27,23144.27,-500.00
2026-05-21,NQ,Short,23253.11,23202.53,1011.54
2026-05-21,NQ,Short,23289.24,23314.24,-500.00
2026-05-21,NQ,Short,23326.37,23284.90,829.31
2026-05-22,MNQ,Long,23385.20,23135.20,-500.00
2026-05-22,MNQ,Short,23422.33,22821.46,1201.75
2026-05-22,NQ,Long,23459.46,23434.46,-500.00
2026-05-22,NQ,Long,23296.59,23345.36,975.43
2026-05-25,NQ,Long,23398.84,23436.65,756.18
2026-05-25,NQ,Long,23435.97,23486.43,1009.13
2026-05-25,NQ,Long,23472.10,23447.10,-500.00
2026-05-26,MNQ,Long,23530.93,23921.87,781.88
2026-05-27,MNQ,Short,23389.77,22970.92,837.70
2026-05-27,NQ,Short,23426.90,23386.32,811.63
2026-05-27,MNQ,Long,23464.03,23214.03,-500.00
2026-05-27,NQ,Short,23501.16,23454.28,937.58
2026-05-28,NQ,Long,23559.99,23618.53,1170.86
2026-05-28,MNQ,Short,23396.12,22999.76,792.71
2026-05-28,NQ,Long,23433.25,23408.25,-500.00
2026-05-29,MNQ,Short,23492.09,23742.09,-500.00
2026-05-29,MNQ,Short,23529.22,23779.22,-500.00
2026-06-01,MNQ,Long,23631.47,23381.47,-500.00
2026-06-02,NQ,Long,23690.30,23731.26,819.20
2026-06-02,NQ,Long,23527.43,23573.55,922.43
2026-06-02,MNQ,Long,23564.56,23975.71,822.30
2026-06-02,NQ,Long,23600.69,23639.83,782.88
2026-06-03,MNQ,Long,23659.53,24254.46,1189.86
2026-06-04,MNQ,Long,23718.36,23468.36,-500.00
2026-06-04,NQ,Long,23555.49,23613.62,1162.53
2026-06-05,MNQ,Short,23614.33,23214.87,798.93
2026-06-05,NQ,Short,23651.46,23676.46,-500.00
2026-06-05,NQ,Short,23688.59,23713.59,-500.00
2026-06-08,NQ,Short,23790.83,23740.36,1009.31
2026-06-08,MNQ,Short,23826.96,24076.96,-500.00
2026-06-09,NQ,Short,23685.80,23710.80,-500.00
2026-06-09,NQ,Long,23722.93,23764.69,835.19
2026-06-10,NQ,Long,23781.76,23819.37,752.18
2026-06-10,MNQ,Long,23818.89,23568.89,-500.00
2026-06-10,NQ,Long,23856.02,23896.27,804.96
2026-06-10,MNQ,Short,23693.15,23247.22,891.86
2026-06-11,MNQ,Short,23751.99,24001.99,-500.00
2026-06-11,MNQ,Long,23788.12,24386.08,1195.92
2026-06-11,NQ,Short,23825.25,23778.45,935.97
2026-06-11,NQ,Short,23862.38,23809.18,1063.97
